task_id,problem,handoff,corruption_type,label,label_source,source,cosine_similarity,entity_overlap,length_ratio,sentence_count_ratio,section_coverage,verbatim_copy_rate,trailing_specificity,constraint_count,role_pronoun_rate,novel_api_rate,function_name_preserved,signature_param_diff,nli_contradiction_max,nli_entailment_mean,stage1_score,cascade_prediction,escalated_to_stage2
task_018,"Write a function that groups a list of strings by their length, returning a dict mapping length -> list of strings of that length.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that takes a list of strings and groups them by their length. The function must return a dictionary where each key is an integer representing the length of the strings, and the value is a list of all strings from the input list that have that length.

**Function Signature:**
```python
def group_by_length(strings: list[str]) -> dict[int, list[str]]:
    pass
```

**Key Edge Cases to Handle:**
1. **Empty input list (`[]`):** Should return an empty dictionary `{}`.
2. **Duplicate strings:** If the input list contains duplicate strings, all instances should be preserved in the resulting list for that length.
3. **Strings with special characters/spaces:** Length should be determined by `len()` (i.e., character count, including spaces).
4. **Order preservation:** While dictionaries maintain insertion order in modern Python, it is good practice to preserve the relative order of strings as they appear in the input list for each length group.

**Plan / Approach:**
1. Initialize an empty dictionary (or use `collections.defaultdict(list)` for cleaner code).
2. Iterate through each string in the input list.
3. Determine the length of the current string using `len()`.
4. Append the string to the list corresponding to that length key in the dictionary.
5. Return the completed dictionary.",none,1,measured,hand_easy,0.7053885,0.081967213114754,8.666666666666666,20.0,0.5,0.0049019607843137,0.367816091954023,4,0.0,0.0,1.0,,0.999051868915558,0.0936060547828674,0.7753313760542606,1,True
task_024,"Write a function that returns the most frequent element in a list. If there's a tie, return the one that appears first in the list.","**Handoff Message for Agent B:**

Please write a Python function that finds and returns the most frequent element in a given list. If there is a tie between multiple elements with the highest frequency, you must return the element that appears first in the input list.

**Function Signature:**
```python
def most_frequent(lst: list):
    """"""
    Returns the most frequent element in the list.
    Ties are broken by returning the element that appears first in the list.
    """"""
    pass
```

**Key Edge Cases to Handle:**
1. **Empty list:** Decide how to handle an empty list (e.g., return `None` or raise a `ValueError`). Please handle it gracefully (e.g., returning `None`).
2. **All elements unique:** If every element appears only once, return the very first element in the list.
3. **Multiple ties:** Ensure that when two or more elements share the maximum frequency, the tie-breaker rule strictly favors the one whose *first appearance* has the lowest index in the original list.
4. **Data types:** The function should work with lists containing standard hashable types (integers, strings, floats, tuples).

**Plan / Approach:**
1. Check if the list is empty; if so, return `None`.
2. Iterate through the list and keep track of the frequency of each element (e.g., using a dictionary or `collections.Counter`). Since Python dictionaries maintain insertion order (Python 3.7+), iterate through the unique elements in the order they first appeared in the list, or iterate through the list elements themselves to find the best candidate.
3. Maintain a variable for the maximum frequency seen so far and the current best element. 
4. As you iterate, update the best element only if a new element's frequency strictly exceeds the current maximum frequency. This naturally preserves the first-to-appear rule in the event of a tie.",none,1,measured,hand_easy,0.7455295,0.0704225352112676,11.56,11.5,0.3333333333333333,0.0252707581227436,0.3272727272727272,4,0.0,1.0,1.0,,0.9952957034111024,0.0632673725485801,0.8924637534786336,1,False
task_017,Write a function that checks if a given integer is a perfect square.,"Agent B, your task is to write a Python function that determines whether a given integer is a perfect square. 

Here are the specifications for your implementation:

- **Function Signature:** `def is_perfect_square(n: int) -> bool:`
- **Behavior:** Return `True` if `n` is a perfect square (i.e., there exists an integer $x$ such that $x^2 = n$), and `False` otherwise.
- **Key Edge Cases to Handle:**
  - Negative numbers (should return `False`, as no real integer squared is negative).
  - Zero (`0` is a perfect square since $0 \times 0 = 0$, should return `True`).
  - Small positive integers (e.g., `1` should return `True`, `2` and `3` should return `False`).
  - Large integers (ensure efficiency and avoid potential integer overflow or precision issues).
- **Plan/Approach:**
  - Immediately check if $n < 0$; if so, return `False`.
  - For $n \ge 0$, you can use integer square root methods (such as binary search or integer arithmetic) or floating-point square root checks (e.g., `int(n**0.5) ** 2 == n`), ensuring you account for floating-point precision limits with very large numbers. Binary search is generally safe and precise for integers.",none,1,measured,hand_easy,0.70764,0.0681818181818181,14.23076923076923,9.0,0.1666666666666666,0.0220994475138121,0.3292682926829268,4,0.0,1.0,1.0,,0.9301481246948242,0.1088068112730979,0.8335062235027295,1,False
task_022,"Write a function that converts a Roman numeral string (using I, V, X, L, C, D, M) to an integer.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function that converts a Roman numeral string into its corresponding integer value. 

### Function Signature:
```python
def roman_to_int(s: str) -> int:
    pass
```

### Roman Numeral Values:
- I = 1
- V = 5
- X = 10
- L = 50
- C = 100
- D = 500
- M = 1000

### Key Rules & Edge Cases:
1. **Subtraction rule:** When a smaller value symbol appears before a larger value symbol, it is subtracted from the larger value (e.g., IV = 4, IX = 9, XL = 40, XC = 90, CD = 400, CM = 900).
2. **Addition rule:** Otherwise, values are added together (e.g., VI = 6, XII = 12, XXVII = 27).
3. **Input constraints:** Assume the input string is a valid Roman numeral ranging from 1 to 3999 (I to MMMCMXCIX). You do not need to handle invalid characters, but ensure standard valid strings parse correctly.
4. **Empty strings / Case sensitivity:** Assume valid uppercase inputs (I, V, X, L, C, D, M).

### Proposed Approach:
1. Create a dictionary mapping each Roman numeral character to its integer value.
2. Iterate through the string from left to right.
3. Compare the value of the current character with the value of the next character.
4. If the current value is less than the next value, subtract the current value from the total.
5. Otherwise, add the current value to the total.
6. Alternatively, iterate from right to left, keeping track of the previous value to decide whether to add or subtract. Return the final accumulated integer.",none,1,measured,hand_easy,0.61527073,0.1136363636363636,13.75,23.0,0.5,0.022140221402214,0.3131313131313131,0,0.0036363636363636,0.0,1.0,,0.9779822826385498,0.0132267056033015,0.74460781880038,0,True
task_015,Write a function that takes a dictionary and returns a new dictionary with keys and values swapped. Assume all values are unique and hashable.,"TASK: Write a Python function that swaps the keys and values of a given dictionary.

FUNCTION SIGNATURE:
```python
def swap_dict(d: dict) -> dict:
```

REQUIREMENTS & ASSUMPTIONS:
- Input: A dictionary (`d`) where all values are guaranteed to be unique and hashable (so they can validly serve as keys in the new dictionary).
- Output: A new dictionary where each key from the input becomes a value, and each value becomes a key.

EDGE CASES TO CONSIDER:
- Empty dictionary (`{}`): Should return an empty dictionary.
- Dictionary with a single key-value pair.
- Non-string keys/values (e.g., integers, tuples): Ensure they are handled correctly as hashable types.

IMPLEMENTATION PLAN:
- Use a dictionary comprehension to iterate through the `.items()` of the input dictionary.
- Construct and return the new dictionary by mapping `v: k` for each `k, v` in `d.items()`.",none,1,measured,hand_easy,0.82515895,0.119047619047619,5.833333333333333,4.0,0.5,0.0,0.3442622950819672,2,0.0,1.0,1.0,,0.9977850914001464,0.0109396548941731,0.7837730132187286,0,True
task_030,"Write a function that returns True if a given year is a leap year, following standard Gregorian calendar rules.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that determines whether a given year is a leap year according to the standard Gregorian calendar rules.

Function Signature:
`def is_leap_year(year: int) -> bool:`

Gregorian Calendar Rules:
1. A year is a leap year if it is divisible by 4.
2. However, if the year is also divisible by 100, it is NOT a leap year, UNLESS:
3. The year is also divisible by 400. In that case, it IS a leap year.

Key Edge Cases to Handle:
- Century years not divisible by 400 (e.g., 1700, 1800, 1900) should return `False`.
- Century years divisible by 400 (e.g., 1600, 2000) should return `True`.
- Regular leap years divisible by 4 but not 100 (e.g., 2024, 2020) should return `True`.
- Non-leap years not divisible by 4 (e.g., 2023, 2025) should return `False`.
- Negative years or year 0 (if applicable in context, though standard mathematical handling applies).

Plan/Approach:
Write a concise boolean expression or conditional chain within the function:
- Return `True` if `year % 400 == 0`
- Else, return `False` if `year % 100 == 0`
- Else, return `True` if `year % 4 == 0`
- Otherwise, return `False`.",none,1,measured,hand_easy,0.7281607,0.0666666666666666,10.789473684210526,13.0,0.1666666666666666,0.0211640211640211,0.3191489361702128,4,0.0,0.5,1.0,,0.9994447827339172,0.0224919617176055,0.8703149301804571,1,False
task_012,Write a function that removes all duplicate elements from a list while preserving the original order of first occurrence.,"**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that removes all duplicate elements from a given list while strictly preserving the original order of their first occurrence.

**Exact Function Signature:**
```python
def remove_duplicates(input_list: list) -> list:
```

**Key Edge Cases to Handle:**
1. **Empty Lists:** Passing `[]` should return `[]`.
2. **Lists with No Duplicates:** Passing `[1, 2, 3]` should return `[1, 2, 3]` unchanged.
3. **All Elements are Duplicates:** Passing `[5, 5, 5, 5]` should return `[5]`.
4. **Mixed Data Types:** The list may contain a mix of hashable types (integers, strings, floats, tuples). *Note: Assume all elements within the list are hashable.*
5. **Preservation of Order:** The first time an element appears, it stays in that position; all subsequent identical elements must be filtered out.

**Recommended Approach:**
- Utilize Python's `dict.fromkeys(input_list)` method. Since Python 3.7+, dictionaries maintain insertion order, and `fromkeys` efficiently drops duplicate keys while keeping the order of the first occurrence. 
- Cast the result back to a list: `list(dict.fromkeys(input_list))`.
- This approach operates in $O(N)$ time complexity and $O(N)$ space complexity.",none,1,measured,hand_easy,0.6868843,0.087719298245614,9.36842105263158,15.0,0.3333333333333333,0.04,0.4177215189873418,5,0.0,1.0,1.0,,0.9906050562858582,0.070053182542324,0.7421445894410643,0,True
task_026,Write a function that computes the greatest common divisor (GCD) of two positive integers.,"HANDOFF MESSAGE FOR AGENT B:

Your task is to implement a Python function that calculates the greatest common divisor (GCD) of two positive integers. 

Here are the exact requirements:

1. **Function Signature**:
   ```python
   def gcd(a: int, b: int) -> int:
   ```

2. **Description**:
   Compute and return the greatest common divisor of two positive integers, `a` and `b`.

3. **Edge Cases to Handle**:
   - Standard positive integer inputs (e.g., `gcd(48, 18) -> 6`).
   - Inputs where one number is a multiple of the other (e.g., `gcd(10, 5) -> 5`).
   - Coprime numbers where the GCD is 1 (e.g., `gcd(17, 13) -> 1`).
   - Inputs where `a == b` (e.g., `gcd(7, 7) -> 7`).
   - Note: The problem statement specifies *positive* integers, so you do not need to handle zero or negative numbers unless you want to be extra safe, but strictly ensure positive inputs work correctly.

4. **Approach/Plan**:
   - Use the Euclidean algorithm, which is the most efficient and standard way to compute the GCD.
   - The algorithm relies on the principle that the GCD of two numbers also divides their difference. Specifically, `gcd(a, b)` is equivalent to `gcd(b, a % b)`.
   - Implement this iteratively or recursively using a `while` loop:
     ```python
     while b != 0:
         a, b = b, a % b
     return a
     ```",none,1,measured,hand_easy,0.66439265,0.0806451612903225,15.428571428571429,15.0,0.3333333333333333,0.0283018867924528,0.2777777777777778,2,0.0,0.6666666666666666,1.0,,0.970655620098114,0.0352246090769767,0.851442914605074,1,False
task_032,"Write a function `parse_log_line(line)` that parses a log line in the EXACT format '[LEVEL] timestamp - message' where LEVEL is one of INFO/WARN/ERROR, timestamp is a string like '2024-01-15', and message is the rest. Return a dict with keys 'level', 'timestamp', 'message'. If the line doesn't match this format (wrong brackets, missing ' - ' separator, or LEVEL not one of the three), return None.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that parses a specific log line format and extracts its components into a dictionary.

### Function Signature
```python
def parse_log_line(line: str) -> dict | None:
```

### Format Requirements
The expected exact format is:
`[LEVEL] timestamp - message`

- **LEVEL**: Must be strictly one of `INFO`, `WARN`, or `ERROR`.
- **timestamp**: A string representing the date (e.g., `'2024-01-15'`).
- **message**: The remaining text after the timestamp separator.

### Return Value
- Return a dictionary with keys: `'level'`, `'timestamp'`, and `'message'`.
- Return `None` if the line does not conform to the format.

### Key Edge Cases to Handle
1. **Invalid/Missing Brackets**: Lines not starting with `[` or missing the closing `]` for the level.
2. **Invalid LEVEL**: The level inside the brackets is something other than `INFO`, `WARN`, or `ERROR` (case-sensitive).
3. **Incorrect Separator**: Missing or incorrect spacing/characters around the timestamp separator (specifically, it must be ` - ` separating the timestamp and the message).
4. **Malformed Structure**: Lines that are empty, too short, or missing any of the three required components.

### Suggested Approach
1. Use regular expressions (via the `re` module) for a robust and clean pattern match, or carefully split the string by delimiters.
2. If using regex, a pattern like `r'^\[(INFO|WARN|ERROR)\]\s+(.*?)\s+-\s+(.*)$'` can capture the three components in one go.
3. Validate that the match is successful; if not, return `None`.
4. Construct and return the dictionary with keys `'level'`, `'timestamp'`, and `'message'` using the captured groups.",none,1,measured,hand_hard,0.7328405,0.108433734939759,3.876923076923077,7.333333333333333,0.1666666666666666,0.0,0.3245614035087719,5,0.0,0.2,1.0,0.0,0.3253685235977173,0.1022033765912056,0.8302976967829034,1,False
task_028,Write a function that capitalizes the first letter of each word in a sentence while leaving the rest of each word unchanged.,"HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function that capitalizes the first letter of every word in a given sentence, while leaving all other characters in each word completely unchanged.

### Function Signature:
```python
def capitalize_words(sentence: str) -> str:
    """"""
    Capitalizes the first letter of each word in the input sentence.
    Leaves the rest of the characters in each word unchanged.
    """"""
```

### Key Edge Cases to Handle:
1. **Multiple spaces:** Sentences with consecutive spaces, leading spaces, or trailing spaces must preserve the exact spacing.
2. **Empty string:** Passing `""""` should return `""""`.
3. **Already capitalized words:** Words that already start with an uppercase letter should remain unchanged.
4. **Non-alphabetic starting characters:** Words starting with punctuation, numbers, or symbols (e.g., `""-hello""`, `""1st""`) should have their first characters left as-is without raising errors.
5. **Single-word sentences:** Should capitalize just the first letter of that single word.

### Suggested Approach:
1. Instead of using Python's built-in `.title()` method (which aggressively lowers subsequent characters, violating the ""leave the rest unchanged"" rule), split the sentence into words or iterate through the string while keeping track of word boundaries.
2. An effective approach is to use regex (e.g., `re.sub`) or split the string by spaces, apply capitalization to the first character of each non-empty segment, and rejoin them. Alternatively, iterate character by character, capitalizing any character that immediately follows a whitespace.
3. Write unit tests covering the edge cases above to ensure robustness.",none,1,measured,hand_easy,0.6867336,0.072463768115942,11.090909090909092,20.0,0.3333333333333333,0.0295358649789029,0.3829787234042553,5,0.0,0.0,1.0,,0.9981367588043212,0.2153284102678299,0.7649706249952725,1,True
task_033,"Write a function `merge_intervals(intervals)` that takes a list of [start, end] intervals (inclusive on both ends) and merges all overlapping or ADJACENT intervals (e.g. [1,3] and [3,5] are adjacent and must merge into [1,5], and so must [1,3] and [4,6] since 3 and 4 are consecutive integers). Return the merged list sorted by start.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that merges a list of intervals. Unlike the standard interval merging problem, you must merge intervals that are **overlapping** OR **adjacent** (where adjacency means one interval ends at $x$ and the next starts at $x+1$, or they are consecutive integers like `[1, 3]` and `[4, 6]`). The final merged list must be sorted by the start values.

**Function Signature:**
```python
def merge_intervals(intervals: list[list[int]]) -> list[list[int]]:
    """"""
    Takes a list of [start, end] intervals and merges overlapping or adjacent ones.
    Returns the merged list sorted by start.
    """"""
```

**Key Edge Cases to Handle:**
1. **Empty Input:** If `intervals` is empty (`[]`), return `[]`.
2. **Single Interval:** If there is only one interval, return it as-is.
3. **Adjacency / Consecutiveness:** `[1, 3]` and `[3, 5]` share a point (3) and must merge to `[1, 5]`. `[1, 3]` and `[4, 6]` are consecutive integers ($3 + 1 = 4$) and must merge to `[1, 6]`.
4. **Unsorted Input:** The input intervals might not be sorted by their start times; you must handle or sort them first.
5. **Fully Contained Intervals:** An interval completely inside another (e.g., `[1, 5]` and `[2, 4]`) should merge correctly into `[1, 5]`.
6. **Multiple Overlaps:** Chains of overlapping/adjacent intervals (e.g., `[[1, 2], [3, 4], [5, 6]]`) should collapse into a single interval `[[1, 6]]`.

**Plan / Approach:**
1. Check if the input list is empty; if so, return `[]`.
2. Sort the `intervals` list based on the starting value of each interval.
3. Initialize a result list with the first interval.
4. Iterate through the remaining intervals one by one:
   - Compare the current interval's start with the last interval's end in your result list.
   - If the current interval's start is **less than or equal to** the last interval's end **+ 1** (this covers both overlap and adjacency/consecutiveness), merge them by updating the end of the last interval in the result to be the maximum of the two ends.
   - Otherwise, there is no overlap or adjacency, so append the current interval to the result list.
5. Return the result list.",none,1,measured,hand_hard,0.8400688,0.0833333333333333,6.574074074074074,10.0,0.5,0.0201729106628242,0.3235294117647059,7,0.0,0.0,1.0,0.0,0.991951584815979,0.1023715808987617,0.817902249993046,1,False
