task_id,problem,handoff,corruption_type,label
task_018,"Write a function that groups a list of strings by their length, returning a dict mapping length -> list of strings of that length.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function that groups a list of strings by their length and returns a dictionary where the keys are the string lengths (integers) and the values are lists containing the strings of that length.

### Function Signature:
```python
def group_by_length(strings: list[str]) -> dict[int, list[str]]:
```

### Key Edge Cases to Handle:
1. **Empty list (`[]`):** Should return an empty dictionary `{}`.
2. **Duplicate strings:** If the input list contains duplicate strings, all instances should be included in the corresponding length list (preserve duplicates based on input order).
3. **Strings with special characters/spaces:** Spaces and punctuation count towards the length of the string and should be processed normally.
4. **Order preservation:** While dictionaries maintain insertion order in modern Python, it is ideal if the strings appear in the output lists in the same relative order they appeared in the input list.

### Plan/Approach:
1. Initialize an empty dictionary (or use `collections.defaultdict(list)` for cleaner syntax).
2. Iterate through each string in the input `strings` list.
3. Calculate the length of the current string using the built-in `len()` function.
4. Append the string to the list corresponding to its length key in the dictionary.
5. Return the resulting dictionary.",none,1
task_019,Write a function that returns the running/cumulative sum of a list of numbers as a new list.,"HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that computes the running (cumulative) sum of a list of numbers and returns it as a new list.

1. Function Signature:
   `def running_sum(nums: list[int | float]) -> list[int | float]:`

2. Requirements:
   - The input is a list of numbers (integers or floats).
   - The output must be a *new* list where each element at index `i` is the sum of elements from the input list from index `0` up to `i`.
   - Do not mutate the original input list.

3. Edge Cases to Handle:
   - Empty list `[]`: Should return `[]`.
   - List with a single element `[x]`: Should return `[x]`.
   - Negative numbers and floating-point numbers: Should handle standard arithmetic correctly.

4. Implementation Approach:
   - Initialize a variable `current_sum = 0` and an empty list `result`.
   - Iterate through each number in the input list, add it to `current_sum`, and append `current_sum` to `result`.
   - Alternatively, you can use `itertools.accumulate(nums)` and cast the result to a list.",none,1
task_021,"Write a function that returns True if a list of integers is sorted in non-decreasing order, False otherwise.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function that determines whether a given list of integers is sorted in non-decreasing order.

Function Signature:
`def is_sorted(nums: list[int]) -> bool:`

Requirements & Behavior:
- Return `True` if the list is sorted in non-decreasing order (each element is greater than or equal to the previous one).
- Return `False` otherwise.

Key Edge Cases to Handle:
- An empty list (`[]`): Should return `True` (vacuously sorted).
- A list with a single element (`[5]`): Should return `True`.
- A list with all identical elements (`[2, 2, 2]`): Should return `True` (non-decreasing allows duplicates).
- A list with negative numbers (`[-5, -2, 0, 3]`): Should handle negative values correctly.

Suggested Approach:
- Iterate through the list from the first element up to the second-to-last element using an index loop.
- Compare each element at index `i` with the element at `i + 1`.
- If any element is strictly greater than the next element (`nums[i] > nums[i + 1]`), immediately return `False`.
- If the loop completes without finding any violations, return `True`. Alternatively, you can compare the list to a sorted version of itself or use `all(nums[i] <= nums[i+1] for i in range(len(nums)-1))`.",none,1
task_022,"Write a function that converts a Roman numeral string (using I, V, X, L, C, D, M) to an integer.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function that converts a Roman numeral string into its corresponding integer value.

### Function Signature
```python
def roman_to_int(s: str) -> int:
    """"""
    Convert a Roman numeral string to an integer.
    """"""
    pass
```

### Roman Numeral Values
- I = 1
- V = 5
- X = 10
- L = 50
- C = 100
- D = 500
- M = 1000

### Key Logic & Approach
1. **Mapping:** Create a dictionary mapping the Roman numeral characters to their integer values.
2. **Iteration:** Iterate through the string from left to right.
3. **Subtraction Rule:** Normally, you add the value of each numeral. However, if the value of the current character is *less* than the value of the next character (e.g., 'I' before 'V' or 'X'), it means subtraction is used. In this case, subtract the current value from the total instead of adding it. Otherwise, add the value.

### Edge Cases to Handle
- **Standard Subtraction cases:** Ensure combinations like IV (4), IX (9), XL (40), XC (90), CD (400), and CM (900) are handled correctly.
- **Single characters:** Input strings of length 1 (e.g., ""I"", ""V"").
- **Maximum length/Standard ranges:** Assume valid Roman numeral strings adhering to standard conventions (typically ranging from 1 to 3999, i.e., ""MMMCMXCIX"").",none,1
task_024,"Write a function that returns the most frequent element in a list. If there's a tie, return the one that appears first in the list.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that finds and returns the most frequent element in a given list. If there is a tie between multiple elements having the same maximum frequency, return the element that appears first in the input list.

**Function Signature:**
```python
def most_frequent(lst: list) -> any:
    pass
```

**Key Edge Cases to Handle:**
1. **Empty list:** Define the expected behavior or handle gracefully (though standard competitive programming usually assumes non-empty lists, consider returning `None` or raising a `ValueError` if the list is empty).
2. **Single element list:** Should correctly return that single element.
3. **All unique elements (no duplicates):** Every element appears once, so there is a tie for frequency. Per the requirements, it must return the first element in the list.
4. **Multiple types:** The list may contain mixed data types (integers, strings, etc.); the solution should handle this smoothly.

**Plan / Approach:**
1. Maintain a tracking mechanism (such as a dictionary or `collections.Counter`) to count the frequency of each element. 
2. Because Python dictionaries (and `Counter` in Python 3.7+) preserve insertion order, iterate through the *original list* from left to right.
3. Keep track of the maximum frequency seen so far and the corresponding element that achieved it first. 
4. Alternatively, iterate through the unique elements in the order they first appear in the list, and find the one with the maximum count using `max()` with a custom `key` that respects the original order.",none,1
task_026,Write a function that computes the greatest common divisor (GCD) of two positive integers.,"**Handoff Message for Agent B:**

Your task is to write a Python function that calculates the greatest common divisor (GCD) of two positive integers. 

**Function Signature:**
```python
def gcd(a: int, b: int) -> int:
```

**Key Edge Cases to Handle:**
- When $a == b$, the GCD is $a$.
- When one number is a multiple of the other (e.g., $a = 10$, $b = 5$), the smaller number is the GCD.
- Coprime numbers (e.g., GCD of 7 and 13 is 1).
- Inputs will be positive integers ($> 0$).

**Plan/Approach:**
Use the Euclidean algorithm, which is an efficient method for computing the GCD. The algorithm is based on the principle that the GCD of two numbers also divides their difference. Repeatedly apply the modulo operator:
1. While $b$ is not 0:
   - Store $b$ in a temporary variable.
   - Set $b = a \pmod b$.
   - Set $a$ to the old value of $b$.
2. Return $a$ when $b$ becomes 0.",none,1
task_028,Write a function that capitalizes the first letter of each word in a sentence while leaving the rest of each word unchanged.,"AGENT B HANDOFF MESSAGE

**Objective:**
Write a Python function that capitalizes the first letter of every word in a given sentence, leaving all other characters (including the rest of the letters in each word, spaces, and punctuation) completely unchanged.

**Function Signature:**
```python
def capitalize_words(sentence: str) -> str:
```

**Key Edge Cases to Handle:**
1. **Empty strings:** If given `""""`, the function should return `""""`.
2. **Multiple spaces:** Sentences with extra spaces between words (e.g., `""hello   world""`) should preserve the exact spacing.
3. **Leading/Trailing spaces:** Spaces at the beginning or end of the sentence should be preserved.
4. **Already capitalized words:** Words that already start with an uppercase letter should remain unchanged.
5. **Mixed punctuation and numbers:** Words attached to punctuation or numbers (e.g., `""hello, world!""` or `""1st place""`) should have their very first alphabetical/character element capitalized according to standard string splitting, or simply use a logic that capitalizes the first character of space-delimited tokens.

**Proposed Plan / Approach:**
1. Split the input string by spaces (using `sentence.split(' ')` rather than standard `.split()` to preserve multiple/leading/trailing spaces, or iterate through words while keeping whitespace intact).
2. Alternatively, a simpler approach is using `.title()`, but `.title()` forces all *subsequent* letters to lowercase (e.g., ""O'Brien"" becomes ""O'brien""), which violates the rule ""leaving the rest of each word unchanged"".
3. Therefore, the robust approach is to split the sentence into words/tokens, and for each token, if it is non-empty, capitalize only the first character (`word[0].upper() + word[1:]`).
4. Rejoin the tokens preserving the original whitespace structure.",none,1
task_030,"Write a function that returns True if a given year is a leap year, following standard Gregorian calendar rules.","HANDOFF MESSAGE FOR AGENT B:

You need to write a Python function that determines whether a given year is a leap year according to the standard Gregorian calendar rules.

Function Signature:
`def is_leap_year(year: int) -> bool:`

Gregorian Calendar Rules for Leap Years:
1. A year is a leap year if it is evenly divisible by 4.
2. However, if the year is also evenly divisible by 100, it is NOT a leap year...
3. ...UNLESS the year is also evenly divisible by 400. In that case, it IS a leap year.

Key Edge Cases to Handle:
- Century years not divisible by 400 (e.g., 1700, 1800, 1900) should return `False`.
- Century years divisible by 400 (e.g., 1600, 2000) should return `True`.
- Regular years divisible by 4 (e.g., 2024) should return `True`.
- Regular years not divisible by 4 (e.g., 2023) should return `False`.
- Handle potential negative inputs or zero gracefully if passed (though standard years are positive integers).

Implementation Plan:
Check the conditions in order of exception scope (most restrictive to least restrictive) using modulo operators:
1. If `year % 400 == 0`, return `True`.
2. Else if `year % 100 == 0`, return `False`.
3. Else if `year % 4 == 0`, return `True`.
4. Otherwise, return `False`.",none,1
task_030,"Write a function that returns True if a given year is a leap year, following standard Gregorian calendar rules.",A year is a leap year if it is evenly divisible by 4.,over_summarization,0
task_031,"Write a function `validate_password(pw)` that returns True only if ALL of these hold: length is at least 8 AND at most 20, contains at least one uppercase letter, at least one lowercase letter, at least one digit, at least one symbol from '!@#$%^&*', and contains NO whitespace anywhere. Otherwise return False.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named `validate_password(pw)` that validates a password string against specific complexity and length rules. It must return `True` if all conditions are met, and `False` otherwise.

**Exact Function Signature:**
```python
def validate_password(pw: str) -> bool:
```

**Validation Requirements (ALL must hold for `True`):**
1. **Length:** Between 8 and 20 characters inclusive ($8 \le \text{len(pw)} \le 20$).
2. **Uppercase:** At least one uppercase English letter (`A-Z`).
3. **Lowercase:** At least one lowercase English letter (`a-z`).
4. **Digit:** At least one numeric digit (`0-9`).
5. **Symbol:** At least one special character from this exact set: `!@#$%^&*`.
6. **No Whitespace:** The password must contain NO whitespace characters anywhere (spaces, tabs, newlines, etc.).

**Key Edge Cases to Handle:**
- Passwords that are too short ($< 8$ chars) or too long ($> 20$ chars).
- Passwords containing valid criteria but also including spaces or tabs (must return `False`).
- Passwords with symbols *not* in the allowed set (e.g., `?`, `-`, `_`), which should fail the symbol check.
- Non-string inputs (though assuming standard string inputs, handling or type-checking gracefully by returning `False` is good practice).
- Empty strings `""""`.

**Recommended Approach:**
1. Check if `pw` is a string; if not, return `False`.
2. Check the length constraint: `8 <= len(pw) <= 20`.
3. Check for any whitespace using `any(c.isspace() for c in pw)` or regex. If whitespace exists, return `False`.
4. Use loops, helper conditions, or regular expressions to verify the presence of:
   - At least one uppercase letter (`any(c.isupper() for c in pw)`)
   - At least one lowercase letter (`any(c.islower() for c in pw)`)
   - At least one digit (`any(c.isdigit() for c in pw)`)
   - At least one symbol from `!@#$%^&*` (`any(c in '!@#$%^&*' for c in pw)`)
5. Return `True` only if all checks pass.",none,1
task_031,"Write a function `validate_password(pw)` that returns True only if ALL of these hold: length is at least 8 AND at most 20, contains at least one uppercase letter, at least one lowercase letter, at least one digit, at least one symbol from '!@#$%^&*', and contains NO whitespace anywhere. Otherwise return False.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named `validate_password(pw)` that validates a password string against specific complexity and length rules. **Exact Function Signature:**
```python
def validate_password(pw: str) -> bool:
```

**Validation Requirements (ALL must hold for `True`):**
1. **Length:** 2. **Uppercase:** At least one uppercase English letter (`A-Z`).
 At least one lowercase English letter (`a-z`).
 5. **Symbol:** The password must contain NO whitespace characters anywhere (spaces, tabs, newlines, etc.).

 **Key Edge Cases to Handle:**
- Passwords that are too short ($< 8$ chars) or too long ($> 20$ chars).
 **Recommended Approach:**
1. Check if `pw` is a string; if not, return `False`.
 2. Check the length constraint: `8 <= len(pw) <= 20`.
 3. Check for any whitespace using `any(c.isspace() for c in pw)` or regex. If whitespace exists, return `False`.
",entity_omission,0
task_031,"Write a function `validate_password(pw)` that returns True only if ALL of these hold: length is at least 8 AND at most 20, contains at least one uppercase letter, at least one lowercase letter, at least one digit, at least one symbol from '!@#$%^&*', and contains NO whitespace anywhere. Otherwise return False.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function named  that validates a password string against specific complexity and length rules. It must return  if all conditions are met, and  otherwise.

**Exact Function Signature:**


**Validation Requirements (ALL must hold for ):**

**Key Edge Cases to Handle:**

**Recommended Approach:**",tool_result_drop,0
task_031,"Write a function `validate_password(pw)` that returns True only if ALL of these hold: length is at least 8 AND at most 20, contains at least one uppercase letter, at least one lowercase letter, at least one digit, at least one symbol from '!@#$%^&*', and contains NO whitespace anywhere. Otherwise return False.","Use loops, helper conditions, or regular expressions to verify the presence of: - At least one uppercase letter (`any(c.isupper() for c in pw)`) - At least one lowercase letter (`any(c.islower() for c in pw)`) - At least one digit (`any(c.isdigit() for c in pw)`) - At least one symbol from `!",over_summarization,0
task_032,"Write a function `parse_log_line(line)` that parses a log line in the EXACT format '[LEVEL] timestamp - message' where LEVEL is one of INFO/WARN/ERROR, timestamp is a string like '2024-01-15', and message is the rest. Return a dict with keys 'level', 'timestamp', 'message'. If the line doesn't match this format (wrong brackets, missing ' - ' separator, or LEVEL not one of the three), return None.","**HANDOFF MESSAGE FOR AGENT B**

**Task Restatement:**
Build a Python function that parses a single log line according to a strict format and returns a dictionary containing the parsed components, or `None` if the line violates the format.

**Function Signature:**
```python
def parse_log_line(line: str) -> dict | None:
```

**Expected Output Format:**
A dictionary with exactly three keys:
- `'level'` (str): One of `""INFO""`, `""WARN""`, or `""ERROR""`
- `'timestamp'` (str): The date/timestamp string (e.g., `""2024-01-15""`)
- `'message'` (str): The remaining message text

**Format Rules & Edge Cases:**
The exact format is: `[LEVEL] timestamp - message`
1. **Brackets:** The log level *must* be enclosed in square brackets `[...]`. Missing or mismatched brackets mean return `None`.
2. **Level Validation:** The `LEVEL` inside the brackets must be strictly one of `INFO`, `WARN`, or `ERROR` (case-sensitive, unless specified otherwise, but stick to exact matches). Any other level returns `None`.
3. **Separator:** There must be the exact separator `' - '` (space, hyphen, space) dividing the timestamp and the message. Missing or incorrect separators return `None`.
4. **Message Content:** The message portion may contain spaces or hyphens; everything after the first `' - '` separator belongs to the message.
5. **Input Type/Empty Lines:** Handle non-string inputs or malformed/empty lines gracefully by returning `None`.

**Recommended Approach:**
1. Check if the input `line` is a string. If not, return `None`.
2. Use string slicing, regex, or `split()` logic carefully. A regular expression approach is recommended for precision:
   - Pattern: `^\[(INFO|WARN|ERROR)\]\s+(.+?)\s+-\s+(.*)$`
3. If the regex matches, extract the groups (level, timestamp, message) and return them in a dictionary.
4. If it doesn't match, return `None`.",none,1
task_032,"Write a function `parse_log_line(line)` that parses a log line in the EXACT format '[LEVEL] timestamp - message' where LEVEL is one of INFO/WARN/ERROR, timestamp is a string like '2024-01-15', and message is the rest. Return a dict with keys 'level', 'timestamp', 'message'. If the line doesn't match this format (wrong brackets, missing ' - ' separator, or LEVEL not one of the three), return None.","**HANDOFF MESSAGE FOR AGENT B**

**Task Restatement:**
Build a Python function that parses a single log line according to a strict format and returns a dictionary containing the parsed components, or  if the line violates the format.

**Function Signature:**


**Expected Output Format:**
A dictionary with exactly three keys:

**Format Rules & Edge Cases:**
The exact format is: 

**Recommended Approach:**",tool_result_drop,0
task_032,"Write a function `parse_log_line(line)` that parses a log line in the EXACT format '[LEVEL] timestamp - message' where LEVEL is one of INFO/WARN/ERROR, timestamp is a string like '2024-01-15', and message is the rest. Return a dict with keys 'level', 'timestamp', 'message'. If the line doesn't match this format (wrong brackets, missing ' - ' separator, or LEVEL not one of the three), return None.","**Task Restatement:** Build a Python function that parses a single log line according to a strict format and returns a dictionary containing the parsed components, or `None` if the line violates the format.",over_summarization,0
task_033,"Write a function `merge_intervals(intervals)` that takes a list of [start, end] intervals (inclusive on both ends) and merges all overlapping or ADJACENT intervals (e.g. [1,3] and [3,5] are adjacent and must merge into [1,5], and so must [1,3] and [4,6] since 3 and 4 are consecutive integers). Return the merged list sorted by start.","**Handoff Message for Agent B**

Your task is to write a Python function that merges a list of integer intervals. 

### Function Signature
```python
def merge_intervals(intervals: list[list[int]]) -> list[list[int]]:
```

### Requirements & Behavior
- Each interval is given as `[start, end]`, inclusive on both ends.
- You must merge **overlapping** intervals (e.g., `[1, 3]` and `[2, 6]`).
- You must **also** merge **adjacent** or **consecutive** intervals. Two intervals are adjacent if one ends at integer $x$ and the next starts at $x$ (e.g., `[1, 3]` and `[3, 5]`) or if they are consecutive integers (e.g., `[1, 3]` and `[4, 6]`, because 3 and 4 are consecutive). Both of these cases must merge into a single interval (`[1, 5]` and `[1, 6]` respectively).
- The returned list must be sorted by the interval start times.

### Key Edge Cases to Handle
- **Empty input:** If `intervals` is empty (`[]`), return `[]`.
- **Single interval:** If there is only one interval, return it as-is.
- **Unsorted input:** The input intervals may not be provided in sorted order. You must handle sorting first.
- **Fully nested intervals:** An interval completely inside another (e.g., `[1, 5]` and `[2, 4]`) should merge correctly.
- **Multiple overlaps/chains:** A chain of multiple overlapping/adjacent intervals should all collapse into one (e.g., `[[1, 2], [3, 4], [5, 6]]` should merge into `[[1, 6]]`).

### Proposed Approach
1. Handle the empty list edge case.
2. Sort the `intervals` list primarily by the start value, and secondarily by the end value.
3. Initialize a result list with the first interval.
4. Iterate through the remaining intervals. For each interval, compare it with the last interval in the result list:
   - Check if they overlap or are adjacent/consecutive. (Hint: interval `B` starts at or before interval `A`'s end + 1).
   - If they do, update the end of the last interval in the result to be the maximum of both ends.
   - If they do not, append the current interval to the result list as a new separate interval.
5. Return the result list.",none,1
task_033,"Write a function `merge_intervals(intervals)` that takes a list of [start, end] intervals (inclusive on both ends) and merges all overlapping or ADJACENT intervals (e.g. [1,3] and [3,5] are adjacent and must merge into [1,5], and so must [1,3] and [4,6] since 3 and 4 are consecutive integers). Return the merged list sorted by start.","**Handoff Message for Agent B**

Your task is to write a Python function that merges a list of integer intervals. 

### Function Signature


### Requirements & Behavior

### Key Edge Cases to Handle

### Proposed Approach",tool_result_drop,0
task_033,"Write a function `merge_intervals(intervals)` that takes a list of [start, end] intervals (inclusive on both ends) and merges all overlapping or ADJACENT intervals (e.g. [1,3] and [3,5] are adjacent and must merge into [1,5], and so must [1,3] and [4,6] since 3 and 4 are consecutive integers). Return the merged list sorted by start.","- If they do, update the end of the last interval in the result to be the maximum of both ends.",over_summarization,0
